theta_1,theta_2,theta_3
-0.30677897309359553,-0.28911117151149296,-0.0011015030905858793
-0.5019242183859178,-0.06794705073733466,0.25079001372930715
-0.6990736150016224,-0.18424059206928387,0.1853402176896382
-0.6651940101447058,-0.18566206135859556,0.178964074170313
-0.8450748168542271,0.014917985782824408,0.3969176665793152
-0.3686729455460531,-0.18240745727934454,0.3120035620958559
-0.2977273481488112,-0.0709400717600614,0.1356512473728488
-0.2845464623953326,-0.2160224852209272,0.008983236493821939
-0.6999275754531503,-0.09676017450452128,0.2946273363464723
-0.5888357709205364,-0.08363969810894177,0.17116863961570683
