theta_1,theta_2,theta_3
-0.5919318037161422,-0.3025900441844767,0.09244701155149142
-0.0659850382354883,0.001798555954949734,0.1040744277368863
-0.7039540600592102,-0.14708278698419217,0.17755464310875382
-0.40151765550618473,-0.2811843460858761,0.09778206953655925
-0.6718254038382101,-0.1595621831466862,0.23581606152965778
-0.4237976413379759,-0.4612010821619477,-0.11702386718759818
-0.5779548112068243,-0.12552367699697162,0.24234209982991298
-0.6557952319038574,-0.3049530324025994,-0.16392673680093117
-0.599720717641754,-0.18641237731188331,0.25872531783411096
-0.6689014223245735,-0.33591303847283915,-0.05099280220703067
