theta_1,theta_2,theta_3
0.011228957240954704,-0.044941683472409164,0.002359344381488635
-0.01236963202123626,-0.052609849495009235,-0.1416586113019876
-0.04936967481919936,0.044772453481941976,0.2809505301761563
-0.049169183809480876,0.01228861144949201,-0.051704042539087655
0.04852658057259621,0.0010421148340734306,0.05252889954071657
-0.02309016947155334,-0.07227103110092357,-0.11197441664415855
-0.5720299658651047,-0.2182724200642097,0.023414719376669346
-0.003022519188529562,-0.0038869820264126388,-0.00038074076338941864
0.027730176107262472,0.03872280999103029,0.10636796012665199
-0.6445881393817114,-0.17309552118680233,0.12601099701876153
