theta_1,theta_2,theta_3
-0.5644183731317822,-0.14434828956777782,0.18319252934577113
-0.5008272844133788,-0.10766814407663375,0.07720991790343108
-0.6735957551252713,-0.33805954560035406,-0.0393845057725927
-0.656863459324256,-0.2431828971307347,0.07912635377308871
-0.753211762770928,-0.1764991505304859,0.13940751875062668
-0.5863477797675057,-0.37738638153548587,0.04096417771679995
-0.7893616982711692,0.06513983425547386,0.3587599943190667
-0.749333626089467,0.059895685172277696,0.3788746234444913
-0.4583197486826166,-0.25051114400684316,0.032536495547019643
-0.6551707737394359,-0.32884454797498053,0.0016370222324504624
