theta_1,theta_2,theta_3
-0.4205877539666844,-0.18382043356323297,0.1909699937253823
-0.59118545046010156,-0.077714243540118,0.33225120414025144
-0.5025280090579199,-0.20395027953731165,-0.05536299087052193
-0.4735168151735473,-0.2528827040843396,0.2562072026107398
-0.3268511090173424,-0.0921403911549588,0.26271946783182965
-0.4971252004055011,-0.2301204854542463,0.2937624261212921
-0.6519342525657245,-0.3388024422864289,0.16395543890584832
-0.5696718420127037,-0.3053178284005288,-0.09096098698194423
-0.7803863156075322,-0.04749528467049798,0.19809106208149038
-0.4327184375934958,0.013968517994399993,0.06347455224716181
