theta_1,theta_2,theta_3
-0.7674793408904831,-0.09564958521605145,0.13579294080926788
-0.5252703399393339,-0.11684352072418494,0.28626141373276515
-0.4098911976074395,-0.20303283202039507,0.1440468146327599
-0.6622368621730501,-0.23195796356316473,0.2180780760729815
-0.6632999725461316,-0.1977747991899943,0.10807838303741107
-0.6789650856667719,-0.3635295551222651,0.11673092806477613
-0.6932798272684201,-0.167847276424083,0.12768670688253564
-0.7280836597962632,-0.19745439714773177,0.04869464825855527
-0.6769630567139786,-0.603166736846497,-0.3888569526637206
-0.5903794905051624,-0.1853886481467066,0.07117584182779645
