theta_1,theta_2,theta_3
-0.6941349814453218,-0.18864251692815923,0.03905157362210023
-0.6255648457101805,-0.45048745145054914,-0.08469143500720909
-0.5969025697325521,-0.3003394375975299,0.40204382128710464
-0.7542374101202898,-0.27846966613315977,0.008328746143661522
-0.6457444728450469,-0.05918212817915104,0.2958608915813557
-0.6602660343570519,-0.12564091521651027,0.1802677000455586
-0.5991017514104414,-0.1258326073990573,0.21203569415902015
-0.5860926492217907,-0.20935277464029833,0.11991258868165945
-0.7318860899551443,-0.3397618716335472,0.02791186615747268
-0.6336075042921726,-0.1706669323137441,-0.08572798150376165
