theta_1,theta_2,theta_3
-0.4515087206074866,0.24111081449880867,0.7862634820205624
-0.6418736933265679,-0.16814623064609438,0.016774225325393664
-0.12040228196237757,0.0015372194033093508,0.049260336838073716
-0.4723329177125186,0.6779900225022426,0.6176158939386766
-0.4237389698970033,-0.5399629744249246,0.2732144539748192
-0.029523427670806995,-0.03759245081937045,0.006817273071447677
-0.712504289801466,-0.08818999815593864,0.11463090859215463
-0.7037202809639539,0.5554802942059528,0.7578475833910804
0.1720067365781528,-0.5435988454074872,0.02657127083043856
-0.6472556346466031,-0.07366736627352481,0.11913669491731882
