theta_1,theta_2,theta_3
-0.1275168858459873,-0.3605180532590832,0.7245397050187623
-0.4433345334291536,0.4130073357477715,0.6233945392297763
-0.353090255345772,0.24084660527216026,0.7267032459134714
-0.3130803434401896,0.1273772467296181,0.7056378724314445
-0.46712133925171445,0.2969074550912199,0.6306455107145352
-0.7036672704966965,-0.003883561643953184,0.10712540360183416
-0.5097982782159858,0.05495120876110951,0.03287054445134917
-0.47707432592453203,0.04457039267577716,0.5648356875627634
-0.5180346228864189,0.22446673556251548,0.7836999018762624
-0.5138565034589007,0.45934689700554693,0.9531344235212158
