theta_1,theta_2,theta_3
0.06490702206930828,-0.3212698386162983,0.4265025502155757
-0.2033076449698571,0.08304939126979852,0.5015963911096686
-0.4608268639523968,-0.018365380224841635,0.48110043990736795
-0.618051566546808,0.38688159520789417,0.6983772355671902
-0.606149509328508,0.3824733134714766,0.7028587932271233
-0.5437326195061283,0.40706427548496216,0.7384459904730516
-0.6170347875679586,-0.09741914144845791,0.0657665148645962
-0.4318967153288374,0.22653913719586005,0.6359155704122276
-0.6325600708530151,0.3224984458778703,0.6392352421571618
-0.37144187563850795,0.17705122121615902,0.7212822465071507
