theta_1,theta_2,theta_3
0.27613405515853384,-0.07777926741910039,0.016872542875766342
-0.0018451306207104541,0.061929630792021156,0.23717007062921425
-0.029951307079061316,-0.0571838761598182,-0.009996653492079706
0.022769475271586227,-0.13207555537045543,0.06273024762065642
0.1156262033570944,0.09062752515240244,-0.031222559726232852
0.1750604353393734,-0.21919766969921828,0.06468641588513227
-0.04107510388474566,-0.16159978512424744,0.18254218832485672
-0.26187170017316574,-0.025163288299734438,0.038228734142603776
0.04320660920509539,-0.024876843227202072,0.03679488036569665
0.11406550042195884,0.009578351502943417,-0.43307349432071557
